conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.69E+18,Tue Aug 22 00:09:17 +0000 2023,58,@NarasiNewsroom Punya saya min turun dealer dan udah seperti ini https://t.co/C6Fbm31fsp,1.69E+18,https://pbs.twimg.com/media/F4GBfwAacAAMw75.jpg,NarasiNewsroom,in,klaten jogja,0,22,11,https://x.com/ryanhananta/status/1693777325199114307,226049833,ryanhananta
1.69E+18,Tue Aug 22 01:09:48 +0000 2023,244,@NarasiNewsroom Kalau di negara maju udah di re-call tuh @YLKI_ID adem ayem aja,1.69E+18,,NarasiNewsroom,in,Bali,1,36,42,https://x.com/yasza/status/1693792554641469921,26703106,yasza
1.69E+18,Mon Aug 21 17:54:05 +0000 2023,2,@NarasiNewsroom Untung gw gak jadi beli honda.. Banyak keluhan dari pelanggan bodinya gampang rusak mesinnya juga gampang rusak. Beda dengan honda generasi awal 2000 an..,1.69E+18,,NarasiNewsroom,in,.,0,0,0,https://x.com/mutajir_mohamat/status/1693682903430123608,9.98E+17,mutajir_mohamat
1.69E+18,Mon Aug 21 20:40:36 +0000 2023,1,@NarasiNewsroom MOTOR MATIC HONDA INDONESIA SAAT INI KUALITASNYA TERBURUK DI DUNIA. MARI TINGGALKAN HONDA HIJRAH KE SUZUKI YAMAHA VESPA!,1.69E+18,,NarasiNewsroom,in,,0,1,0,https://x.com/AdhinkFadillah/status/1693724808318681575,1.54E+18,AdhinkFadillah
1.69E+18,Mon Aug 21 23:26:40 +0000 2023,1,@NarasiNewsroom @yamahaindonesia saatnya kalian tunjukan kehebatan kalian,1.69E+18,,NarasiNewsroom,in,48Ã Â°52'36.0 S 123Ã Â°23'36.0 W,0,1,0,https://x.com/maskombot/status/1693766598694506572,581721739,maskombot
1.69E+18,Mon Aug 21 23:36:09 +0000 2023,3,@NarasiNewsroom Emang baiknya dicancel aja merek yang satu itu,1.69E+18,,NarasiNewsroom,in,Duren Sawit Indonesia,0,0,0,https://x.com/erlbody/status/1693768986247504137,372587738,erlbody
1.69E+18,Tue Aug 22 00:22:41 +0000 2023,0,@NarasiNewsroom Aku pengguna ADV 160 dan semua kenalan aku yg pake Vario motor mereka baik2 saja. Dan di Manado sepertinya tdk ada deh (belum pernah dengar)... padahal Manado kan derah pantai juga.,1.69E+18,,NarasiNewsroom,in,Manado,0,1,0,https://x.com/CalvinFGP_177/status/1693780695972524121,1.55E+18,CalvinFGP_177
1.69E+18,Tue Aug 22 01:27:53 +0000 2023,0,@NarasiNewsroom Astra - Honda Motor telah berkorban untuk pelanggan dan kualitas produk sepeda motor sejak 2015 karena mementingkan konsumen sjk. rilis model baru Honda Beat i. Dalam hal ini lebih berkorban dibandingkan A.P. Honda (Honda motorcycles TH) d,1.69E+18,,NarasiNewsroom,in,Jambi Indonesia,0,2,0,https://x.com/firzafp/status/1693797103565410661,7.17E+17,firzafp
1.69E+18,Tue Aug 22 01:33:08 +0000 2023,2,@NarasiNewsroom Cuma pabrikan kocak ini nih yang jualan spare part rangka motor seumur2 baru ini deh kayaknya denger ada orang beli rangka motor gara2 patah dan karatan. Segala alasan krna motor di pake di pesisir orang pesisir dari jaman orba juga uda pa,1.69E+18,https://pbs.twimg.com/media/F4GUr2ya4AAdJCW.jpg,NarasiNewsroom,in,Kota Surabaya Jawa Timur,0,1,0,https://x.com/markesot1965/status/1693798423848493563,4517742139,markesot1965
1.69E+18,Tue Aug 22 02:26:02 +0000 2023,6,@NarasiNewsroom Ini bukannya di recall malahan di suruh beli rangka baru satu juta .. pinter bener dagangnya si Ã¢â‚¬ÂÃ¯Â¸Â,1.69E+18,,NarasiNewsroom,in,Jakarta Barat DKI Jakarta,0,0,0,https://x.com/edoth76/status/1693811739954139568,240151317,edoth76
1.69E+18,Tue Aug 22 02:48:11 +0000 2023,3,@NarasiNewsroom Kocak broh ga perlu ke pesisir neh TVS malah sengaja di siram garam motor gw vario 2012 masih kokoh aja beda sama keluaran honda sekarang https://t.co/xvxxQWiQik,1.69E+18,https://pbs.twimg.com/media/F4Gl3PeaQAAYFY9.jpg,NarasiNewsroom,in,Milan Lombardy,0,1,0,https://x.com/yukiXinter/status/1693817312435142986,2616115016,yukiXinter
1.69E+18,Tue Aug 22 02:50:49 +0000 2023,10,@NarasiNewsroom https://t.co/JlgMINF45N Bukannya tarik produk gagal di pasaran solusinya malah jualan rangka ,1.69E+18,,NarasiNewsroom,in,,3,4,8,https://x.com/hayahayagong/status/1693817974178906525,1.60E+18,hayahayagong
1.69E+18,Tue Aug 22 02:51:36 +0000 2023,1,@NarasiNewsroom Pake yamaha udah 13 tahun masih kuat.,1.69E+18,,NarasiNewsroom,in,Cikarang Indonesia,0,0,0,https://x.com/TaufanAzie/status/1693818170233274553,380318691,TaufanAzie
1.69E+18,Tue Aug 22 02:53:32 +0000 2023,1,@NarasiNewsroom Honda Motor after this @AstraHondaCare,1.69E+18,,NarasiNewsroom,en,Antarctica,0,0,0,https://x.com/ngonocuyu/status/1693818658295013407,1.54E+18,ngonocuyu
1.69E+18,Tue Aug 22 02:55:59 +0000 2023,2,@NarasiNewsroom Ngeliat motor honda kekinian baru beberapa bulan rangkanya udh karat dan keropos aja. Si mbah lele 2002 hanya bisa tersenyum mendengarnya biar tua masih gagah dan kuat anti keropos https://t.co/rEqJtnFXFT,1.69E+18,https://pbs.twimg.com/media/F4Gnp43bcAA-wdX.jpg,NarasiNewsroom,in,,0,2,0,https://x.com/aganisal19/status/1693819276795535573,1.69E+18,aganisal19
1.69E+18,Tue Aug 22 03:13:41 +0000 2023,0,@NarasiNewsroom Orang-orang pada demen honda knp sih? apa harga jual yang tinggi sama kemudahan suku cadang aja?,1.69E+18,,NarasiNewsroom,in,Malang Indonesia,0,6,0,https://x.com/ditotal14/status/1693823731486052467,177487847,ditotal14
1.69E+18,Tue Aug 22 03:14:13 +0000 2023,1,@NarasiNewsroom Motor anyar Kalah ambek vespaku ,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/HuuuuuuLiL/status/1693823862054752530,1.22E+18,HuuuuuuLiL
1.69E+18,Tue Aug 22 03:15:54 +0000 2023,0,@NarasiNewsroom Waduh padahal lagi nabung niat mau beli ADV160 buat touring ,1.69E+18,,NarasiNewsroom,in,,0,1,0,https://x.com/guyuwai/status/1693824287210356984,178701982,guyuwai
1.69E+18,Tue Aug 22 03:17:40 +0000 2023,1,@NarasiNewsroom lebih ringan 8% mah gak ngaruh dalam pemakaian sehari-hari tapi kalo cost down bisa lebih murah 50%?,1.69E+18,,NarasiNewsroom,in,Winterfell North Westeros,0,0,0,https://x.com/donnirawan/status/1693824733996056614,31758484,donnirawan
1.69E+18,Tue Aug 22 03:20:44 +0000 2023,0,@NarasiNewsroom Motor Revo th 2007 gw aja masih awet aja. Pernah bongkar rangka ny masih mulus ga ada karat sm sekali. Paling kotor debu. Yg karatan paling garpu belakang krn emg motor ny sering kena hujan panas.,1.69E+18,,NarasiNewsroom,in,,0,1,0,https://x.com/tedzinski/status/1693825504862982188,56070166,tedzinski
1.69E+18,Tue Aug 22 03:29:24 +0000 2023,0,@NarasiNewsroom Tergantung perawatan wkwwk gw make supra xx dari bocah sampe skrg juga ga pernah ganti rangka jarang dicuci aman sejahtera ,1.69E+18,,NarasiNewsroom,in,Jakarta Capital Region,0,24,0,https://x.com/Strputrs/status/1693827686312120455,257939619,Strputrs
1.69E+18,Tue Aug 22 03:29:48 +0000 2023,121,@NarasiNewsroom Infografis motor honda yg udh mulai pake eSAF Source: CNN Indonesia https://t.co/p1odYJoJh3,1.69E+18,https://pbs.twimg.com/media/F4GvZHGasAAcZlm.jpg,NarasiNewsroom,in,,5,15,41,https://x.com/baruducksss/status/1693827786463735929,215962066,baruducksss
1.69E+18,Tue Aug 22 03:44:17 +0000 2023,1,@NarasiNewsroom velg nmax korban lubang jalanan. alhamdulilah angin ban tidak bocor chasis rangka masih ok. ngeri aja kalo honda pasti mesti ada rubh di posisi chasis. mkanik press body bilang kalo motor honda kuat di shock breakernya kalo jatuh pasti har,1.69E+18,https://pbs.twimg.com/media/F4GytZJaMAEM450.jpg,NarasiNewsroom,in,Bandung Jawa Barat,0,1,0,https://x.com/zaiizee_azay/status/1693831430357602665,418419627,zaiizee_azay
1.69E+18,Tue Aug 22 03:59:22 +0000 2023,0,@NarasiNewsroom Mari ganti Yamahaa goooo,1.69E+18,,NarasiNewsroom,in,DARKSIDE OF ASIA,0,2,0,https://x.com/yudaweng/status/1693835225829384275,361092612,yudaweng
1.69E+18,Tue Aug 22 04:00:06 +0000 2023,2,@NarasiNewsroom MASIH KOKOH TANPA KARAT https://t.co/jF1PGKO3Qp,1.69E+18,https://pbs.twimg.com/media/F4G2UkIacAA8ZNh.jpg,NarasiNewsroom,in,Kota Bandung Jawa Barat,0,0,0,https://x.com/rooooonnnniiiii/status/1693835411326644619,424868613,rooooonnnniiiii
1.69E+18,Tue Aug 22 04:08:55 +0000 2023,5,@NarasiNewsroom Itu kalo kejadiannya di negara maju pasti Honda langsung menarik semua produknya. Seperti kasus2 otomotif yg pernah terjadi. Blum ditarik karena suara rkyat indonesia gak terlalu didengar jepang kecuali untuk pasar penjualan.,1.69E+18,,NarasiNewsroom,in,Semarang,0,0,0,https://x.com/wahyuwijayanto/status/1693837627731190200,114788632,wahyuwijayanto
1.69E+18,Tue Aug 22 04:43:05 +0000 2023,13,@NarasiNewsroom baru kejadian nih tetangga tgl 5 Agustus kemarin. https://t.co/TbYPVCclBO,1.69E+18,https://pbs.twimg.com/media/F4HAKjabsAA9ApU.jpg,NarasiNewsroom,in,Indonesia,0,6,2,https://x.com/jimmymalik_/status/1693846228952584656,324819441,jimmymalik_
1.69E+18,Tue Aug 22 04:48:43 +0000 2023,3,@NarasiNewsroom benar.. salahnya kita adalah negara kepulauan yang dikelilingi oleh laut dan lautan yang menyebabkan korosi.. kalau gitu u jual aja ke planet lain aja Hon ,1.69E+18,,NarasiNewsroom,in,Indonesia,0,0,0,https://x.com/txtbacod/status/1693847647420027381,89178624,txtbacod
1.69E+18,Tue Aug 22 04:54:19 +0000 2023,0,@NarasiNewsroom Bukan bisnis cerdas namanya kalau ga buat produk yang mudah rusak dan kemudian solusinya menyediakan spare part baru jadi harus ganti saja. Contoh : smartphone LCD Touchscreen,1.69E+18,,NarasiNewsroom,in,Jakarta Barat DKI Jakarta,0,2,0,https://x.com/satzoutboy/status/1693849055133409459,1.46E+18,satzoutboy
1.69E+18,Tue Aug 22 04:55:04 +0000 2023,7,@NarasiNewsroom Pas di bengkel https://t.co/IQUzbKfhDQ,1.69E+18,https://pbs.twimg.com/media/F4HC6L7bEAAtULD.jpg,NarasiNewsroom,in,in every corner of the earth,0,2,0,https://x.com/lfis23/status/1693849245034635616,145619934,lfis23
1.69E+18,Tue Aug 22 05:04:10 +0000 2023,8,@NarasiNewsroom Emg semua yg motornya kelipat gitu konsumennya tinngal di pesisir apa? Kurang bijak banget tanggapan ahm ya. Alangkah lebih baiknyaaa tu betul betul diinvestigasi terus diperbaiki costumer complainnya uda banyak gitu masih ajaa nyri nyari ,1.69E+18,,NarasiNewsroom,in,Somewhere only u know,0,0,0,https://x.com/tittaaacs/status/1693851534386495609,528297321,tittaaacs
1.69E+18,Tue Aug 22 05:04:17 +0000 2023,1,@NarasiNewsroom Ini sampe sekarang masih aman https://t.co/RRePJPoIlY,1.69E+18,https://pbs.twimg.com/media/F4HFA0gboAA34Eq.jpg,NarasiNewsroom,in,Indonesia,0,1,0,https://x.com/djauhari_/status/1693851564757356612,59358240,djauhari_
1.69E+18,Tue Aug 22 05:13:22 +0000 2023,9,@NarasiNewsroom Mio smile ku cuma bisa Tertawa melihat ini https://t.co/2N1Bi8eGUE,1.69E+18,https://pbs.twimg.com/media/F4HHF-6bkAA9FuF.jpg,NarasiNewsroom,in,,0,0,0,https://x.com/sha42443/status/1693853848358760477,2292773353,sha42443
1.69E+18,Tue Aug 22 05:33:18 +0000 2023,2,@NarasiNewsroom Motto One Heart tapi pas beli Broken Heart,1.69E+18,,NarasiNewsroom,en,Kalimantan Barat Indonesia,0,0,1,https://x.com/fachruozi/status/1693858863454527532,8.23E+17,fachruozi
1.69E+18,Tue Aug 22 05:36:18 +0000 2023,9,@NarasiNewsroom Honda dari dulu cuman menang ganti baju doang embel2 cuman d tambahin X Sport lah R lah tp semua fiturnya sama kayak yg dulunya heran kenapa banyak yg minat ya Udah body gampang geter ini masalah nambah rangka kropos Harga beli juga mahal ,1.69E+18,,NarasiNewsroom,in,Kasihan Indonesia,0,0,3,https://x.com/rimbaranu2/status/1693859620987769329,1.58E+18,rimbaranu2
1.69E+18,Tue Aug 22 05:48:19 +0000 2023,0,@NarasiNewsroom Honda tes kriuk kesempatan buat suzuki kambek nih,1.69E+18,,NarasiNewsroom,in,Jawa Timur,0,1,0,https://x.com/zmdxp/status/1693862644623741102,1923459331,zmdxp
1.69E+18,Tue Aug 22 05:53:14 +0000 2023,4,@NarasiNewsroom Tau gak proses produksi pabrik kyk gimana? Rekrut fresh graduate kontrak 2 tahun (paling byk 3x perpanjangan kontrak) ganti karyawan lagi dgn fresh graduate gitu terus belajar dari nol lagi. Apakah yakin dgn kualitasnya?,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/Levianne__/status/1693863880286752966,1.26E+18,Levianne__
1.69E+18,Tue Aug 22 05:57:18 +0000 2023,1,@NarasiNewsroom Sbg saran untuk yg service berkala atau tdk berkala di bengkel resmi honda mohon ditambahkan proses pengecekan rangka dan free charge,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/leonidz78/status/1693864903994687663,4053537558,leonidz78
1.69E+18,Tue Aug 22 06:11:03 +0000 2023,0,@NarasiNewsroom Mudah mudahan pihak AHM merespon dengan cepat keluhan para pengguna kendaraan bermotor yg mengalami kendala seperti kasus di atas . Sebab hal tersebut menyangkut pada kepentingan keselamatan &amp,,,,,,,,,,,
1.69E+18,Tue Aug 22 03:43:50 +0000 2023,0,@NarasiNewsroom @mdpvdytm motor aman?,1.69E+18,,NarasiNewsroom,in,Surakarta,0,1,0,https://x.com/gustiasta/status/1693831318860337353,184678414,gustiasta
1.69E+18,Tue Aug 22 03:45:25 +0000 2023,1,@NarasiNewsroom Yok @SuzukiIndonesia waktunya comeback,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/Anam_Shaeful/status/1693831716362912101,8.87E+17,Anam_Shaeful
1.69E+18,Tue Aug 22 03:45:45 +0000 2023,0,@NarasiNewsroom Dear vendor quality control dan process manufacturing @hondaisme turut berdukacita. Semoga segera menemukan jalan. Reputasi yang utama. ,1.69E+18,,NarasiNewsroom,in,Mojokerto,0,1,0,https://x.com/Slamet_dwip/status/1693831800962036211,1272045198,Slamet_dwip
1.69E+18,Tue Aug 22 03:54:16 +0000 2023,1,@NarasiNewsroom takut revo hondaku gtu juga aku cek dulu ah,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/togeseger/status/1693833940916912523,1.41E+18,togeseger
1.69E+18,Tue Aug 22 03:56:43 +0000 2023,0,@NarasiNewsroom DengarÃ‚Â² Honda Thailand nggak mau pakai rangka esaf katanya nggak lolos standar mereka. Nyari referensi belum ketemu (pakai keyword bahasa Inggris mungkin hrs bahasa Thai),1.69E+18,,NarasiNewsroom,in,,0,0,1,https://x.com/Momogie613/status/1693834558565974246,9.56E+17,Momogie613
1.69E+18,Tue Aug 22 04:01:23 +0000 2023,1,@NarasiNewsroom Belum pernah beli honda lagi setelah terakhir kali supra fit tahun 2005. Masih bisa jalan sampe sekarang meskipun batok kepalanya geter. ,1.69E+18,,NarasiNewsroom,in,Gotham England,0,0,0,https://x.com/okemantaaap/status/1693835732845236664,1.22E+18,okemantaaap
1.69E+18,Tue Aug 22 04:05:41 +0000 2023,0,@NarasiNewsroom Yah tunda dulu berarti beli motor barunya,1.69E+18,,NarasiNewsroom,in,DKI Jakarta Indonesia,0,1,0,https://x.com/dicky_p234/status/1693836816066265167,988171922,dicky_p234
1.69E+18,Tue Aug 22 04:05:47 +0000 2023,1,@NarasiNewsroom Pinter bgt bikin narasi. Lebih ringan dan lebih kokoh. Logikanya kalau lebih ringan itu lebih ringkih. Mana bahan yg dipakai baja karakteristik baja kan langsung patah ga melengkung kayak besi. Emang dasarnya buat ngepres budget dan cari u,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/petersoone/status/1693836841194246540,1.62E+18,petersoone
1.69E+18,Tue Aug 22 04:07:42 +0000 2023,1,@NarasiNewsroom Makanya pake yamaha esa,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/LukmanLucifer/status/1693837322859765812,368827232,LukmanLucifer
1.69E+18,Mon Aug 21 17:21:08 +0000 2023,0,@NarasiNewsroom Konsumen jangan protes terima saja kondisinya Harga elit kwalitas irit bin sulit.,1.69E+18,,NarasiNewsroom,in,Komplek Merapi Merbabu,0,0,0,https://x.com/Guerilla_Farmer/status/1693674608925569337,495849263,Guerilla_Farmer
1.69E+18,Mon Aug 21 17:55:31 +0000 2023,0,@NarasiNewsroom Ayuk @suzukiayukk tim @yamahaindonesia Suzuki ini peluang untuk mengambil alih dominasi motor karatan Indonesia. Buatlah rangka motor yang unggul dan handal tentunya,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/peminumk8pi/status/1693683261296312608,1.24E+18,peminumk8pi
1.69E+18,Mon Aug 21 18:04:09 +0000 2023,0,@NarasiNewsroom efek dari monopoli perusahaan otomotif asal negara matahari mau disunat seperti apapun speknya masyarakat mau tidak mau tetap beli karna minim saingan,1.69E+18,,NarasiNewsroom,in,Tokyo,0,0,0,https://x.com/aripr_/status/1693685433862062507,3168827122,aripr_
1.69E+18,Mon Aug 21 18:27:54 +0000 2023,0,@NarasiNewsroom Sangat sulit pertimbangan recall.. brapa jutA unit sdh terjual.. fulus bakal boncoss.. tapi kalau gk recall penjualan akan drop parah,1.69E+18,,NarasiNewsroom,in,Jakarta Capital Region,0,0,0,https://x.com/nkri_TOP/status/1693691412808859998,574564612,nkri_TOP
1.69E+18,Mon Aug 21 18:48:48 +0000 2023,0,@NarasiNewsroom Di Moto Gp peringkat nyungsep di produksi sama juga.....kasus udah banyak yg kaya gini malah konsumen yg disalhin kalo 1 2 biji sih wajar lah lah ini tiap scroll ig ada aja postingan honda lipet#hondalipat,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/Bandar_risol/status/1693696672784843133,1.18E+18,Bandar_risol
1.69E+18,Mon Aug 21 20:01:41 +0000 2023,0,@NarasiNewsroom Yamaha selau didepan !!,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/riannurrohman55/status/1693715013415186664,1.57E+18,riannurrohman55
1.69E+18,Mon Aug 21 21:44:01 +0000 2023,0,@NarasiNewsroom Harus nya recall dong Honda mohon atensinya @YLKI_ID @TulusAbadi @BPKN_RI,1.69E+18,,NarasiNewsroom,in,indonesia,0,0,0,https://x.com/herman1702/status/1693740765380579565,186764928,herman1702
1.69E+18,Mon Aug 21 22:34:13 +0000 2023,0,@NarasiNewsroom Hrga elit kualitas sulit,1.69E+18,,NarasiNewsroom,in,Pekalongan Jawa Tengah,0,0,0,https://x.com/si_ajizz/status/1693753399572128104,1.57E+18,si_ajizz
1.69E+18,Mon Aug 21 22:42:49 +0000 2023,0,@NarasiNewsroom Telat setaun iso kebagian esaf ki xixixi,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/gunturvans/status/1693755565288427892,80547105,gunturvans
1.69E+18,Mon Aug 21 23:11:33 +0000 2023,0,@NarasiNewsroom Bukan handphone aja dilipat ya.... Motor pun ada ,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/adi_adi22260051/status/1693762794515300813,1.47E+18,adi_adi22260051
1.69E+18,Tue Aug 22 07:23:54 +0000 2023,0,@NarasiNewsroom Honda merilis untuk ganti rangka hrs beli rangka baru seharga 1 jt bukanya di recall malah konsumen di srh beli rangka baru,1.69E+18,,NarasiNewsroom,in,,0,0,1,https://x.com/CIOPA11/status/1693886699858985103,1.63E+18,CIOPA11
1.69E+18,Tue Aug 22 07:34:11 +0000 2023,1,@NarasiNewsroom Sales yamaha masuuk saat nya riding the wave,1.69E+18,,NarasiNewsroom,in,Sidoarjo,0,0,0,https://x.com/dewiadwinda/status/1693889284674330765,79392294,dewiadwinda
1.69E+18,Tue Aug 22 08:46:49 +0000 2023,0,@NarasiNewsroom Makin laris makin bobrok,1.69E+18,,NarasiNewsroom,tl,YEOLO IS COMINGÃ°Å¸Ââ€™,0,1,0,https://x.com/dimploeys/status/1693907565183406391,1.10E+18,dimploeys
1.69E+18,Tue Aug 22 09:04:14 +0000 2023,0,@NarasiNewsroom YaAllah bener lagi kluaran 2021 belom ada setahun spion sama knalpot dah karatan !! Pdhal ga pesisir dan begtu kena ujan lgsg dicuci. Mana service rutin ttep aja berat tp skrg yaudah lah mo gmn,1.69E+18,,NarasiNewsroom,in,Indonesia,0,1,0,https://x.com/dhaa_nar/status/1693911946465272228,1.57E+18,dhaa_nar
1.69E+18,Tue Aug 22 09:18:16 +0000 2023,0,@NarasiNewsroom di otomotif honda dan brand jepang pada umumnya tuh overrated.,1.69E+18,,NarasiNewsroom,in,,0,1,0,https://x.com/baedhowie/status/1693915481558892968,176658454,baedhowie
1.69E+18,Tue Aug 22 09:33:01 +0000 2023,1,@NarasiNewsroom Honda kamu gamau call back yang udah pada beli nih? ,1.69E+18,,NarasiNewsroom,in,Indonesia,0,0,0,https://x.com/tngtwitx/status/1693919192289079721,78315824,tngtwitx
1.69E+18,Tue Aug 22 09:59:48 +0000 2023,0,@NarasiNewsroom Gajadi beli honda deh,1.69E+18,,NarasiNewsroom,in,Bandung Wetan Indonesia,0,1,0,https://x.com/ink171717/status/1693925932443250690,351555956,ink171717
1.69E+18,Tue Aug 22 10:23:53 +0000 2023,0,@NarasiNewsroom GL Max 1997 can't relate,1.69E+18,,NarasiNewsroom,en,Sby - Lmj Patas 70rb,0,1,0,https://x.com/kakakwidhi/status/1693931991585226825,272869175,kakakwidhi
1.69E+18,Tue Aug 22 10:56:38 +0000 2023,0,@NarasiNewsroom @dedeabdulhamid_ hati hati,1.69E+18,,NarasiNewsroom,in,Tangerang Indonesia,0,1,0,https://x.com/mitskyhaz/status/1693940232985739427,771134358,mitskyhaz
1.69E+18,Tue Aug 22 11:10:19 +0000 2023,0,@NarasiNewsroom Fyi tmen gw punya Vario 150 2018 itu motor dia udh kebanting jatoh di busway tpi masih kokoh masih kepake sampe skrg. Aman sasisnya cuma engsel jok aja jadi geser,1.69E+18,,NarasiNewsroom,in,Tangerang Bjir aoakwowk,0,1,0,https://x.com/tmsvinnz/status/1693943678837112964,1.35E+18,tmsvinnz
1.69E+18,Tue Aug 22 11:37:12 +0000 2023,0,@NarasiNewsroom biar ga perlu ngelas kalo mau ceperin yekann kalo dah patah kan,1.69E+18,,NarasiNewsroom,in,Indonesia,0,1,0,https://x.com/yaelahhend/status/1693950442760479079,1723672825,yaelahhend
1.69E+18,Tue Aug 22 12:04:28 +0000 2023,1,@NarasiNewsroom Efek Produksi masal nya merek Honda kualitas tidak di kedepankan lagi asal bisa dijual apalagi keluaran terbaru jadi wajar kalo kualitas kurang beda jaman dulu peminat masih minim jadi kualitas no 1,1.69E+18,,NarasiNewsroom,in,Pinggiran,0,0,0,https://x.com/tiunghalom/status/1693957304373383182,1.28E+18,tiunghalom
1.69E+18,Wed Aug 23 05:23:03 +0000 2023,0,@NarasiNewsroom Ktar-ktir @jangcil,1.69E+18,,NarasiNewsroom,in,Indonesia,0,1,0,https://x.com/erizabets/status/1694218675396702215,408932177,erizabets
1.69E+18,Wed Aug 23 05:48:13 +0000 2023,2,@NarasiNewsroom Gunta ganti pas minta ganti persyaratan ini itu ribet. Cukup aja akui bahwa product rangka yg di jual ke HONDA kwalitasnya jelek. G' usah byk alasan,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/RLFed1/status/1694225006686040467,1.31E+18,RLFed1
1.69E+18,Wed Aug 23 06:27:05 +0000 2023,0,@NarasiNewsroom Tapi beat street yg skrg emang kayak kaleng biskuit bunyinya,1.69E+18,,NarasiNewsroom,in,Nomaden,0,1,0,https://x.com/Alemusarai/status/1694234786561130992,1696419577,Alemusarai
1.69E+18,Wed Aug 23 09:12:08 +0000 2023,1,@NarasiNewsroom Ini emg fakta motor temen gw baru 6bulan lbih jalan arah rumahnya byk plsi tidur ddaerahnya alhasil patah tuh motor,1.69E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/HujanMalam88/status/1694276323844493395,1.51E+18,HujanMalam88
1.69E+18,Thu Aug 24 15:00:07 +0000 2023,0,@NarasiNewsroom Hemzz pengalaman saya selama pake produk honda baru nyesel pas beli pcx tuh masa baru aja sbulan sudah yg netes oli pertama service ga ktmu k2 service ketmu ada yg longgar tuh dbgean msin dlem ati sampai segini nyanhonda sekarang,1.69E+18,,NarasiNewsroom,in,Subang,0,1,0,https://x.com/hendikoswara12/status/1694726285837410311,8.66E+17,hendikoswara12
1.69E+18,Fri Aug 25 06:32:08 +0000 2023,0,@NarasiNewsroom Nah ini honda mahal PCX 160 saya baru beli malah ngga nyala-nyala ada videonya. Ma dealer ngga di ganti cuma dibenerin kira-kira seminggu lebih dan dikasi diskon-diskon ma t shirt yang jauh dari kerugian saya karena malam-malam tetiba mati,1.69E+18,,NarasiNewsroom,in,,0,1,0,https://x.com/NickAgusArya/status/1694960833489695078,1497710318,NickAgusArya
1.69E+18,Fri Aug 25 00:12:52 +0000 2023,0,@CNNIndonesia Gk selesai2 masalah perhondaan ini,1.69E+18,,CNNIndonesia,in,New York USA,0,0,0,https://x.com/prayaa_/status/1694865388138577999,1.30E+18,prayaa_
1.69E+18,Fri Aug 25 03:03:38 +0000 2023,1,@CNNIndonesia Recall lah kalo emang uda ada bukti. Ã¢â‚¬ÂÃ¯Â¸Â Ini kan menyangkut keselamatan u punya konsumen.,1.69E+18,,CNNIndonesia,in,Indonesia,0,0,0,https://x.com/alexsetiawan02/status/1694908365468753934,106566265,alexsetiawan02
1.69E+18,Fri Aug 25 05:21:06 +0000 2023,1,@CNNIndonesia Ga mau merespon si @AstraHondaCare paling kayak Nokia nanti,1.69E+18,,CNNIndonesia,in,Indonesia,0,0,0,https://x.com/CokiePramuka/status/1694942960490811810,1.23E+18,CokiePramuka
1.69E+18,Fri Aug 25 00:37:33 +0000 2023,3,@CNNIndonesia Ganti rangka gitu?yg garansi 1 thn itu?,1.69E+18,,CNNIndonesia,in,Planeta Rica Colombia,0,3,0,https://x.com/5teV3n_Pe9eL/status/1694871601228181821,224431376,5teV3n_Pe9eL
1.69E+18,Fri Aug 25 00:41:39 +0000 2023,83,@CNNIndonesia ya kali udah rame banget masih belum menemukan ,1.69E+18,,CNNIndonesia,in,Virtual,0,1,0,https://x.com/ridanman/status/1694872630904619476,1.24E+18,ridanman
1.69E+18,Fri Aug 25 01:09:55 +0000 2023,13,@CNNIndonesia Adnoh uda bersabda mari ke dealer,1.69E+18,,CNNIndonesia,in,Indonesia,0,2,0,https://x.com/filcadet/status/1694879744452636795,1350533526,filcadet
1.69E+18,Fri Aug 25 02:27:14 +0000 2023,390,@CNNIndonesia setelah ke dealer disuruh membeli lagi rangka dengan harga satu jutaan,1.69E+18,,CNNIndonesia,in,folkandspace@gmail.com,0,20,15,https://x.com/ipunk_baik/status/1694899205683200138,44568999,ipunk_baik
